------+----------------+-------------+----+---------+------+-----------------------+-------------------------------------------------------------------
 Line | # File    Line | Line Type   | MX |  Reloc  | Size | Address   Object Code |  Source Code                                                      
   69 |  1  k.s     69 | Comment     | 11 |         |    0 | 00/8000               | *
   70 |  1  k.s     70 | Directive   | 11 |         |    0 | 00/8000               |                DO      0              
   71 |  1  k.s    184 | Directive   | 11 |         |    0 | 00/8000               |                FIN                    
   72 |  1  k.s    185 | Comment     | 11 |         |    0 | 00/8000               | *
   73 |  1  k.s    186 | Comment     | 11 |         |    0 | 00/8000               | * * * * * * * * * *
   74 |  1  k.s    187 | Comment     | 11 |         |    0 | 00/8000               | *    PROGRAMME    *
   75 |  1  k.s    188 | Comment     | 11 |         |    0 | 00/8000               | * * * * * * * * * *
   76 |  1  k.s    189 | Comment     | 11 |         |    0 | 00/8000               | *
   77 |  1  k.s    190 | Directive   | 11 |         |    0 | 00/8000               |                ORG     $4000          
   78 |  1  k.s    191 | Code        | 11 |         |    1 | 00/4000 : EA          | main           nop                    
   79 |  1  k.s    192 | Comment     | 11 |         |    0 | 00/4001               | * init
   80 |  1  k.s    193 | Code        | 11 |         |    3 | 00/4001 : 20 2F FB    |                jsr     {$FB2F}        
   81 |  1  k.s    194 | Code        | 11 |         |    3 | 00/4004 : 20 58 FC    |                jsr     {$FC58}        
   82 |  1  k.s    195 | Code        | 11 |         |    3 | 00/4007 : 8D 0C C0    |                sta     {$C00C}        ; 40 col.
   83 |  1  k.s    196 | Macro       | 11 |         |    0 | 00/400A               |                closef  #$00           ; close all files
   84 |  1  k.s    196 | Code        | 11 |         |    2 | 00/400A : A9 00       |                lda     #$00           
   85 |  1  k.s    196 | Code        | 11 |         |    3 | 00/400C : 8D 19 45    |                sta     cc_parms+1     
   86 |  1  k.s    196 | Code        | 11 |         |    3 | 00/400F : 20 00 BF    |                jsr     {$BF00}        
   87 |  1  k.s    196 | Data        | 11 |         |    1 | 00/4012 : CC          |                dfb     {$CC}          
   88 |  1  k.s    196 | Data        | 11 |         |    2 | 00/4013 : 18 45       |                da      cc_parms       
   89 |  1  k.s    197 | Comment     | 11 |         |    0 | 00/4015               | *
   90 |  1  k.s    198 | Code        | 11 |         |    3 | 00/4015 : 20 22 40    |                jsr     GetPF          
   91 |  1  k.s    199 | Code        | 11 |         |    3 | 00/4018 : 20 27 40    |                jsr     ShowPF         
   92 |  1  k.s    200 | Code        | 11 |         |    3 | 00/401B : 20 5E 40    |                jsr     ShowMenu       
   93 |  1  k.s    201 | Code        | 11 |         |    3 | 00/401E : 20 6B 40    |                jsr     MenuLoop       
   94 |  1  k.s    202 | Code        | 11 |         |    1 | 00/4021 : 60          |                rts                    
   95 |  1  k.s    203 | Empty       | 11 |         |    0 | 00/4022               |                                       
   96 |  1  k.s    204 | Code        | 11 |         |    1 | 00/4022 : EA          | GetPF          nop                    
   97 |  1  k.s    205 | Code        | 11 |         |    3 | 00/4023 : 20 42 41    |                jsr     DoPrefix       
   98 |  1  k.s    206 | Code        | 11 |         |    1 | 00/4026 : 60          |                rts                    
   99 |  1  k.s    207 | Empty       | 11 |         |    0 | 00/4027               |                                       
  100 |  1  k.s    208 | Code        | 11 |         |    1 | 00/4027 : EA          | ShowPF         nop                    
  101 |  1  k.s    209 | Macro       | 11 |         |    0 | 00/4028               |                gotoXY  0;0            
  102 |  1  k.s    209 | Code        | 11 |         |    2 | 00/4028 : A9 00       |                lda     #0             
  103 |  1  k.s    209 | Code        | 11 |         |    2 | 00/402A : 85 24       |                sta     {$24}          ; horizontal
  104 |  1  k.s    209 | Code        | 11 |         |    2 | 00/402C : A9 00       |                lda     #0             
  105 |  1  k.s    209 | Code        | 11 |         |    2 | 00/402E : 85 25       |                sta     {$25}          
  106 |  1  k.s    209 | Code        | 11 |         |    3 | 00/4030 : 20 22 FC    |                jsr     {$FC22}        ; vertical
  107 |  1  k.s    209 | Code        | 11 |         |    3 | 00/4033 : 20 9C FC    |                jsr     {$FC9C}        ; clear end of line
  108 |  1  k.s    210 | Macro       | 11 |         |    0 | 00/4036               |                prnstr  {$5000}        
  109 |  1  k.s    210 | Code        | 11 |         |    3 | 00/4036 : AC 00 50    |                ldy     {$5000}        
  110 |  1  k.s    210 | Code        | 11 |         |    2 | 00/4039 : F0 0E       |                beq     ozunid_5       ; no char.
  111 |  1  k.s    210 | Code        | 11 |         |    2 | 00/403B : A2 00       |                ldx     #$00           
  112 |  1  k.s    210 | Code        | 11 |         |    3 | 00/403D : BD 01 50    | ozunid_4       lda     {$5000}+1,X    
  113 |  1  k.s    210 | Code        | 11 |         |    2 | 00/4040 : 09 80       |                ora     #$80           
  114 |  1  k.s    210 | Code        | 11 |         |    3 | 00/4042 : 20 ED FD    |                jsr     {$FDED}        
  115 |  1  k.s    210 | Code        | 11 |         |    1 | 00/4045 : E8          |                inx                    
  116 |  1  k.s    210 | Code        | 11 |         |    1 | 00/4046 : 88          |                dey                    
  117 |  1  k.s    210 | Code        | 11 |         |    2 | 00/4047 : D0 F4       |                bne     ozunid_4       
  118 |  1  k.s    210 | Empty       | 11 |         |    0 | 00/4049               | ozunid_5                              
  119 |  1  k.s    211 | Code        | 11 |         |    3 | 00/4049 : AE 00 50    |                ldx     {$5000}        
  120 |  1  k.s    212 | Code        | 11 |         |    3 | 00/404C : BD 00 50    |                lda     {$5000},x      
  121 |  1  k.s    213 | Code        | 11 |         |    2 | 00/404F : C9 2F       |                cmp     #$2F           ; /
  122 |  1  k.s    214 | Code        | 11 |         |    2 | 00/4051 : F0 05       |                beq     spfend         
  123 |  1  k.s    215 | Code        | 11 |         |    2 | 00/4053 : A9 AF       |                lda     #"/"           
  124 |  1  k.s    216 | Code        | 11 |         |    3 | 00/4055 : 20 ED FD    |                jsr     {$FDED}        
  125 |  1  k.s    217 | Macro       | 11 |         |    0 | 00/4058               | spfend         cr                     
  126 |  1  k.s    217 | Code        | 11 |         |    2 | 00/4058 : A9 8D       |                lda     #$8D           
  127 |  1  k.s    217 | Code        | 11 |         |    3 | 00/405A : 20 ED FD    |                jsr     {$FDED}        
  128 |  1  k.s    218 | Code        | 11 |         |    1 | 00/405D : 60          |                rts                    
  129 |  1  k.s    219 | Empty       | 11 |         |    0 | 00/405E               |                                       
  130 |  1  k.s    220 | Code        | 11 |         |    1 | 00/405E : EA          | ShowMenu       nop                    
  131 |  1  k.s    221 | Code        | 11 |         |    3 | 00/405F : 20 D1 40    |                jsr     title          ; display prog. title
  132 |  1  k.s    222 | Code        | 11 |         |    2 | 00/4062 : A9 01       |                lda     #$01           ; fist item highlighted
  133 |  1  k.s    223 | Code        | 11 |         |    3 | 00/4064 : 8D 33 46    |                sta     curm           
  134 |  1  k.s    224 | Code        | 11 |         |    3 | 00/4067 : 20 82 41    |                jsr     dispmenu       
  135 |  1  k.s    225 | Code        | 11 |         |    1 | 00/406A : 60          |                rts                    
  136 |  1  k.s    226 | Empty       | 11 |         |    0 | 00/406B               |                                       
  137 |  1  k.s    227 | Code        | 11 |         |    1 | 00/406B : EA          | MenuLoop       nop                    
  138 |  1  k.s    228 | Code        | 11 |         |    3 | 00/406C : 2C 10 C0    | readkey        bit     {$C010}        ; Clear out any data that is already at KBD
  139 |  1  k.s    229 | Code        | 11 |         |    3 | 00/406F : 2C 00 C0    | keyloop        bit     {$C000}        
  140 |  1  k.s    230 | Code        | 11 |         |    2 | 00/4072 : 10 FB       |                bpl     keyloop        
  141 |  1  k.s    231 | Code        | 11 |         |    3 | 00/4074 : AD 00 C0    |                lda     {$C000}        ; get data (in case)
  142 |  1  k.s    232 | Comment     | 11 |         |    0 | 00/4077               | *
  143 |  1  k.s    233 | Code        | 11 |         |    2 | 00/4077 : C9 8A       |                cmp     #$8A           ; down arrow key ?
  144 |  1  k.s    234 | Code        | 11 |         |    2 | 00/4079 : F0 02       |                beq     donext         
  145 |  1  k.s    235 | Code        | 11 |         |    2 | 00/407B : D0 12       |                bne     nextk0         
  146 |  1  k.s    236 | Code        | 11 |         |    3 | 00/407D : EE 33 46    | donext         inc     curm           ; next nemu item
  147 |  1  k.s    237 | Code        | 11 |         |    3 | 00/4080 : AD 33 46    |                lda     curm           
  148 |  1  k.s    238 | Code        | 11 |         |    2 | 00/4083 : C9 05       |                cmp     #{$04}+1       ; last item reached ?
  149 |  1  k.s    239 | Code        | 11 |         |    2 | 00/4085 : D0 43       |                bne     doloop         ; no
  150 |  1  k.s    240 | Code        | 11 |         |    2 | 00/4087 : A9 01       |                lda     #$01           ; yes : reset current highlighted mnu item
  151 |  1  k.s    241 | Code        | 11 |         |    3 | 00/4089 : 8D 33 46    |                sta     curm           
  152 |  1  k.s    242 | Code        | 11 |         |    3 | 00/408C : 4C CA 40    |                jmp     doloop         
  153 |  1  k.s    243 | Code        | 11 |         |    2 | 00/408F : C9 95       | nextk0         cmp     #$95           
  154 |  1  k.s    244 | Code        | 11 |         |    2 | 00/4091 : D0 03       |                bne     nextk1         
  155 |  1  k.s    245 | Code        | 11 |         |    3 | 00/4093 : 4C 7D 40    |                jmp     donext         
  156 |  1  k.s    246 | Comment     | 11 |         |    0 | 00/4096               | *
  157 |  1  k.s    247 | Code        | 11 |         |    1 | 00/4096 : EA          | nextk1         nop                    
  158 |  1  k.s    248 | Code        | 11 |         |    2 | 00/4097 : C9 8B       |                cmp     #$8B           ; up arrow key ?
  159 |  1  k.s    249 | Code        | 11 |         |    2 | 00/4099 : F0 02       |                beq     doprev         
  160 |  1  k.s    250 | Code        | 11 |         |    2 | 00/409B : D0 0D       |                bne     nextk2         
  161 |  1  k.s    251 | Code        | 11 |         |    3 | 00/409D : CE 33 46    | doprev         dec     curm           
  162 |  1  k.s    252 | Code        | 11 |         |    2 | 00/40A0 : D0 28       |                bne     doloop         
  163 |  1  k.s    253 | Code        | 11 |         |    2 | 00/40A2 : A9 04       |                lda     #{$04}         
  164 |  1  k.s    254 | Code        | 11 |         |    3 | 00/40A4 : 8D 33 46    |                sta     curm           
  165 |  1  k.s    255 | Code        | 11 |         |    3 | 00/40A7 : 4C CA 40    |                jmp     doloop         
  166 |  1  k.s    256 | Code        | 11 |         |    2 | 00/40AA : C9 88       | nextk2         cmp     #$88           
  167 |  1  k.s    257 | Code        | 11 |         |    2 | 00/40AC : D0 03       |                bne     nextk3         
  168 |  1  k.s    258 | Code        | 11 |         |    3 | 00/40AE : 4C 9D 40    |                jmp     doprev         
  169 |  1  k.s    259 | Empty       | 11 |         |    0 | 00/40B1               |                                       
  170 |  1  k.s    260 | Code        | 11 |         |    1 | 00/40B1 : EA          | nextk3         nop                    
  171 |  1  k.s    261 | Code        | 11 |         |    2 | 00/40B2 : C9 8D       |                cmp     #$8D           ; return key ?
  172 |  1  k.s    262 | Code        | 11 |         |    2 | 00/40B4 : D0 14       |                bne     doloop         
  173 |  1  k.s    263 | Code        | 11 |         |    3 | 00/40B6 : 20 F3 41    |                jsr     docom          ; execute user choice
  174 |  1  k.s    264 | Code        | 11 |         |    3 | 00/40B9 : AD C5 45    |                lda     quit           
  175 |  1  k.s    265 | Code        | 11 |         |    2 | 00/40BC : F0 0C       |                beq     doloop         
  176 |  1  k.s    266 | Macro       | 11 |         |    0 | 00/40BE               |                closef  #$00           ; close all files
  177 |  1  k.s    266 | Code        | 11 |         |    2 | 00/40BE : A9 00       |                lda     #$00           
  178 |  1  k.s    266 | Code        | 11 |         |    3 | 00/40C0 : 8D 19 45    |                sta     cc_parms+1     
  179 |  1  k.s    266 | Code        | 11 |         |    3 | 00/40C3 : 20 00 BF    |                jsr     {$BF00}        
  180 |  1  k.s    266 | Data        | 11 |         |    1 | 00/40C6 : CC          |                dfb     {$CC}          
  181 |  1  k.s    266 | Data        | 11 |         |    2 | 00/40C7 : 18 45       |                da      cc_parms       
  182 |  1  k.s    267 | Code        | 11 |         |    1 | 00/40C9 : 60          |                rts                    ; >>> END <<<
  183 |  1  k.s    268 | Comment     | 11 |         |    0 | 00/40CA               | *
  184 |  1  k.s    269 | Code        | 11 |         |    3 | 00/40CA : 20 82 41    | doloop         jsr     dispmenu       
  185 |  1  k.s    270 | Code        | 11 |         |    3 | 00/40CD : 4C 6C 40    |                jmp     readkey        
  186 |  1  k.s    271 | Code        | 11 |         |    1 | 00/40D0 : 60          |                rts                    
  187 |  1  k.s    272 | Comment     | 11 |         |    0 | 00/40D1               | *
  188 |  1  k.s    273 | Comment     | 11 |         |    0 | 00/40D1               | *  TITLE
  189 |  1  k.s    274 | Comment     | 11 |         |    0 | 00/40D1               | *
  190 |  1  k.s    275 | Macro       | 11 |         |    0 | 00/40D1               | title          gotoXY  0;1            
  191 |  1  k.s    275 | Code        | 11 |         |    2 | 00/40D1 : A9 00       |                lda     #0             
  192 |  1  k.s    275 | Code        | 11 |         |    2 | 00/40D3 : 85 24       |                sta     {$24}          ; horizontal
  193 |  1  k.s    275 | Code        | 11 |         |    2 | 00/40D5 : A9 01       |                lda     #1             
  194 |  1  k.s    275 | Code        | 11 |         |    2 | 00/40D7 : 85 25       |                sta     {$25}          
  195 |  1  k.s    275 | Code        | 11 |         |    3 | 00/40D9 : 20 22 FC    |                jsr     {$FC22}        ; vertical
  196 |  1  k.s    275 | Code        | 11 |         |    3 | 00/40DC : 20 9C FC    |                jsr     {$FC9C}        ; clear end of line
  197 |  1  k.s    276 | Code        | 11 |         |    2 | 00/40DF : A2 28       |                ldx     #$28           ; 40 col.
  198 |  1  k.s    277 | Code        | 11 |         |    2 | 00/40E1 : A9 AD       | dotitle        lda     #"-"           ; --- line 1
  199 |  1  k.s    278 | Code        | 11 |         |    3 | 00/40E3 : 20 ED FD    | ozunid_1       jsr     {$FDED}        
  200 |  1  k.s    279 | Code        | 11 |         |    1 | 00/40E6 : CA          |                dex                    
  201 |  1  k.s    280 | Code        | 11 |         |    2 | 00/40E7 : D0 FA       |                bne     ozunid_1       
  202 |  1  k.s    281 | Macro       | 11 |         |    0 | 00/40E9               |                gotoXY  0;2            
  203 |  1  k.s    281 | Code        | 11 |         |    2 | 00/40E9 : A9 00       |                lda     #0             
  204 |  1  k.s    281 | Code        | 11 |         |    2 | 00/40EB : 85 24       |                sta     {$24}          ; horizontal
  205 |  1  k.s    281 | Code        | 11 |         |    2 | 00/40ED : A9 02       |                lda     #2             
  206 |  1  k.s    281 | Code        | 11 |         |    2 | 00/40EF : 85 25       |                sta     {$25}          
  207 |  1  k.s    281 | Code        | 11 |         |    3 | 00/40F1 : 20 22 FC    |                jsr     {$FC22}        ; vertical
  208 |  1  k.s    281 | Code        | 11 |         |    3 | 00/40F4 : 20 9C FC    |                jsr     {$FC9C}        ; clear end of line
  209 |  1  k.s    282 | Macro       | 11 |         |    0 | 00/40F7               |                printc  libtit         ; C r y p t o
  210 |  1  k.s    282 | Code        | 11 |         |    3 | 00/40F7 : 4C FB 40    |                jmp     ozunid_7       
  211 |  1  k.s    282 | Data        | 11 |         |    1 | 00/40FA : 00          | ozunid_6       hex     00             
  213 |  1  k.s    282 | Code        | 11 |         |    2 | 00/40FB : A2 00       |                ldx     #$00           
  214 |  1  k.s    282 | Code        | 11 |         |    3 | 00/40FD : BD 9C 45    | ozunid_9       lda     libtit,x       
  215 |  1  k.s    282 | Code        | 11 |         |    2 | 00/4100 : F0 04       |                beq     ozunid_10      
  216 |  1  k.s    282 | Code        | 11 |         |    1 | 00/4102 : E8          |                inx                    
  217 |  1  k.s    282 | Code        | 11 |         |    3 | 00/4103 : 4C FD 40    |                jmp     ozunid_9       
  218 |  1  k.s    282 | Empty       | 11 |         |    0 | 00/4106               | ozunid_10                             
  219 |  1  k.s    282 | Code        | 11 |         |    1 | 00/4106 : 8A          |                txa                    
  220 |  1  k.s    282 | Code        | 11 |         |    1 | 00/4107 : 4A          |                lsr                    ; / 2
  221 |  1  k.s    282 | Code        | 11 |         |    3 | 00/4108 : 8D FA 40    |                sta     ozunid_6       
  222 |  1  k.s    282 | Code        | 11 |         |    2 | 00/410B : A9 14       |                lda     #$14           ; = half line
  223 |  1  k.s    282 | Code        | 11 |         |    1 | 00/410D : 38          |                sec                    
  224 |  1  k.s    282 | Code        | 11 |         |    3 | 00/410E : ED FA 40    |                sbc     ozunid_6       
  225 |  1  k.s    282 | Code        | 11 |         |    1 | 00/4111 : AA          |                tax                    
  226 |  1  k.s    282 | Code        | 11 |         |    2 | 00/4112 : A9 A0       |                lda     #" "           ; fill with spaces
  227 |  1  k.s    282 | Code        | 11 |         |    3 | 00/4114 : 20 ED FD    | ozunid_8       jsr     {$FDED}        
  228 |  1  k.s    282 | Code        | 11 |         |    1 | 00/4117 : CA          |                dex                    
  229 |  1  k.s    282 | Code        | 11 |         |    2 | 00/4118 : D0 FA       |                bne     ozunid_8       
  231 |  1  k.s    282 | Code        | 11 |         |    2 | 00/411A : A2 00       |                ldx     #$00           ; in argument
  232 |  1  k.s    282 | Code        | 11 |         |    3 | 00/411C : BD 9C 45    | ozunid_11      lda     libtit,X       
  233 |  1  k.s    282 | Code        | 11 |         |    2 | 00/411F : F0 08       |                beq     ozunid_12      
  234 |  1  k.s    282 | Code        | 11 |         |    2 | 00/4121 : 09 80       |                ora     #$80           
  235 |  1  k.s    282 | Code        | 11 |         |    3 | 00/4123 : 20 ED FD    |                jsr     {$FDED}        
  236 |  1  k.s    282 | Code        | 11 |         |    1 | 00/4126 : E8          |                inx                    
  237 |  1  k.s    282 | Code        | 11 |         |    2 | 00/4127 : 80 F3       |                bra     ozunid_11      
  238 |  1  k.s    282 | Empty       | 11 |         |    0 | 00/4129               | ozunid_12                             
  239 |  1  k.s    283 | Macro       | 11 |         |    0 | 00/4129               |                gotoXY  0;3            
  240 |  1  k.s    283 | Code        | 11 |         |    2 | 00/4129 : A9 00       |                lda     #0             
  241 |  1  k.s    283 | Code        | 11 |         |    2 | 00/412B : 85 24       |                sta     {$24}          ; horizontal
  242 |  1  k.s    283 | Code        | 11 |         |    2 | 00/412D : A9 03       |                lda     #3             
  243 |  1  k.s    283 | Code        | 11 |         |    2 | 00/412F : 85 25       |                sta     {$25}          
  244 |  1  k.s    283 | Code        | 11 |         |    3 | 00/4131 : 20 22 FC    |                jsr     {$FC22}        ; vertical
  245 |  1  k.s    283 | Code        | 11 |         |    3 | 00/4134 : 20 9C FC    |                jsr     {$FC9C}        ; clear end of line
  246 |  1  k.s    284 | Code        | 11 |         |    2 | 00/4137 : A9 AD       |                lda     #"-"           ; --- line 3
  247 |  1  k.s    285 | Code        | 11 |         |    2 | 00/4139 : A2 28       |                ldx     #$28           
  248 |  1  k.s    286 | Code        | 11 |         |    3 | 00/413B : 20 ED FD    | ozunid_2       jsr     {$FDED}        
  249 |  1  k.s    287 | Code        | 11 |         |    1 | 00/413E : CA          |                dex                    
  250 |  1  k.s    288 | Code        | 11 |         |    2 | 00/413F : D0 FA       |                bne     ozunid_2       
  251 |  1  k.s    289 | Code        | 11 |         |    1 | 00/4141 : 60          |                rts                    
  252 |  1  k.s    290 | Comment     | 11 |         |    0 | 00/4142               | *
  253 |  1  k.s    291 | Comment     | 11 |         |    0 | 00/4142               | * PREFIX
  254 |  1  k.s    292 | Comment     | 11 |         |    0 | 00/4142               | *
  255 |  1  k.s    293 | Code        | 11 |         |    1 | 00/4142 : EA          | DoPrefix       nop                    
  256 |  1  k.s    294 | Code        | 11 |         |    3 | 00/4143 : 20 00 BF    |                jsr     {$BF00}        ; GET PREFIX
  257 |  1  k.s    295 | Data        | 11 |         |    1 | 00/4146 : C7          |                dfb     {$c7}          
  258 |  1  k.s    296 | Data        | 11 |         |    2 | 00/4147 : F9 44       |                da      c7_parms       
  259 |  1  k.s    297 | Code        | 11 |         |    2 | 00/4149 : B0 35       |                bcs     dpend          ; error  : exit
  260 |  1  k.s    298 | Code        | 11 |         |    1 | 00/414B : 18          |                clc                    ; because print above may set carry
  261 |  1  k.s    299 | Code        | 11 |         |    3 | 00/414C : AE 00 50    |                ldx     {$5000}        ; get length
  262 |  1  k.s    300 | Code        | 11 |         |    2 | 00/414F : D0 2F       |                bne     dpend          ; prefix already set : rts
  263 |  1  k.s    301 | Code        | 11 |         |    3 | 00/4151 : AD 30 BF    |                lda     {$BF30}        ; prefix empty : call online
  264 |  1  k.s    302 | Code        | 11 |         |    3 | 00/4154 : 8D F3 44    |                sta     c5_parms+1     ; with last used device
  265 |  1  k.s    303 | Code        | 11 |         |    3 | 00/4157 : 20 00 BF    |                jsr     {$BF00}        ; ONLINE
  266 |  1  k.s    304 | Data        | 11 |         |    1 | 00/415A : C5          |                dfb     {$C5}          
  267 |  1  k.s    305 | Data        | 11 |         |    2 | 00/415B : F2 44       |                da      c5_parms       
  268 |  1  k.s    306 | Code        | 11 |         |    2 | 00/415D : B0 21       |                bcs     dpend          ; error  : exit
  269 |  1  k.s    307 | Comment     | 11 |         |    0 | 00/415F               | * adjust prefix for set prefix call
  270 |  1  k.s    308 | Code        | 11 |         |    3 | 00/415F : AD 00 50    |                lda     {$5000}        ; get length of prefix
